county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Ramsey County, MN",27123,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,81568,542945,12.3,4.9,31.0,1.8418071812061996,5.709602261739219
"Ramsey County, MN",27123,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,11.0,81568,542945,12.3,4.9,31.0,2.0259878993268194,5.709602261739219
"Ramsey County, MN",27123,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,29.0,81568,542945,12.3,4.9,31.0,5.341240825497978,5.709602261739219
"Ramsey County, MN",27123,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,81568,542945,12.3,4.9,31.0,3.131072208050539,5.709602261739219
"Ramsey County, MN",27123,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,14.0,81568,542945,12.3,4.9,31.0,2.5785300536886795,5.709602261739219
"Jackson County, MS",28059,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,66201,145249,13.8,6.7,1.0,7.573201880907958,0.6884728982643599
"Jackson County, MS",28059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,66201,145249,13.8,6.7,1.0,8.261674779172319,0.6884728982643599
"Greene County, MO",29077,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,61479,303375,13.6,3.4,5.0,3.2962505150391426,1.6481252575195713
"Greene County, MO",29077,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,61479,303375,13.6,3.4,5.0,3.625875566543057,1.6481252575195713
"Jackson County, MO",29095,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,20.0,68577,719976,14.1,4.7,22.0,2.777870373456893,3.0556574108025827
"Jackson County, MO",29095,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,68577,719976,14.1,4.7,22.0,1.944509261419825,3.0556574108025827
"Jackson County, MO",29095,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,15.0,68577,719976,14.1,4.7,22.0,2.08340278009267,3.0556574108025827
"Jackson County, MO",29095,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,14.0,68577,719976,14.1,4.7,22.0,1.944509261419825,3.0556574108025827
"Jackson County, MO",29095,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,42.0,68577,719976,14.1,4.7,22.0,5.833527784259475,3.0556574108025827
"Jackson County, MO",29095,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,21.0,68577,719976,14.1,4.7,22.0,2.9167638921297376,3.0556574108025827
"Jackson County, MO",29095,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,26.0,68577,719976,14.1,4.7,22.0,3.6112314854939607,3.0556574108025827
"Jackson County, MO",29095,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,24.0,68577,719976,14.1,4.7,22.0,3.333444448148272,3.0556574108025827
"Jefferson County, MO",29099,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,82851,229458,9.0,3.2,4.0,4.793905638504651,1.743238414001691
"St. Charles County, MO",29183,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,104692,414535,5.2,2.9,7.0,2.412341539315136,1.6886390775205953
"St. Louis County, MO",29189,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,82936,995569,9.8,4.3,12.0,1.2053408653744742,1.2053408653744742
"St. Louis County, MO",29189,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,82936,995569,9.8,4.3,12.0,1.305785937489014,1.2053408653744742
"St. Louis County, MO",29189,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,82936,995569,9.8,4.3,12.0,1.0044507211453952,1.2053408653744742
"St. Louis County, MO",29189,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,23.0,82936,995569,9.8,4.3,12.0,2.310236658634409,1.2053408653744742
"St. Louis County, MO",29189,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,26.0,82936,995569,9.8,4.3,12.0,2.611571874978028,1.2053408653744742
"St. Louis County, MO",29189,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,25.0,82936,995569,9.8,4.3,12.0,2.511126802863488,1.2053408653744742
"St. Louis County, MO",29189,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,32.0,82936,995569,9.8,4.3,12.0,3.214242307665265,1.2053408653744742
"St. Louis city, MO",29510,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,16.0,56160,288512,20.6,5.0,9.0,5.54569653948536,3.119454303460514
"St. Louis city, MO",29510,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,56160,288512,20.6,5.0,9.0,4.505878438331854,3.119454303460514
"St. Louis city, MO",29510,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,25.0,56160,288512,20.6,5.0,9.0,8.665150842945874,3.119454303460514
"St. Louis city, MO",29510,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,56160,288512,20.6,5.0,9.0,4.505878438331854,3.119454303460514
"St. Louis city, MO",29510,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,38.0,56160,288512,20.6,5.0,9.0,13.171029281277727,3.119454303460514
"St. Louis city, MO",29510,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,20.0,56160,288512,20.6,5.0,9.0,6.932120674356699,3.119454303460514
"Douglas County, NE",31055,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,80391,590736,11.8,3.8,27.0,2.0313642642398633,4.570569594539693
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,11.0,76472,2329548,13.0,7.6,78.0,0.47219460599223545,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,23.0,76472,2329548,13.0,7.6,78.0,0.9873159943474012,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,16.0,76472,2329548,13.0,7.6,78.0,0.6868285178068878,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,10.0,76472,2329548,13.0,7.6,78.0,0.42926782362930493,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,28.0,76472,2329548,13.0,7.6,78.0,1.2019499061620538,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,14.0,76472,2329548,13.0,7.6,78.0,0.6009749530810269,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,20.0,76472,2329548,13.0,7.6,78.0,0.8585356472586099,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,16.0,76472,2329548,13.0,7.6,78.0,0.6868285178068878,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,48.0,76472,2329548,13.0,7.6,78.0,2.0604855534206634,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,38.0,76472,2329548,13.0,7.6,78.0,1.6312177297913586,3.348289024308578
"Clark County, NV",32003,Female,F,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,10.0,76472,2329548,13.0,7.6,78.0,0.42926782362930493,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,15.0,76472,2329548,13.0,7.6,78.0,0.6439017354439573,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,30.0,76472,2329548,13.0,7.6,78.0,1.2878034708879147,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,50.0,76472,2329548,13.0,7.6,78.0,2.146339118146525,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,51.0,76472,2329548,13.0,7.6,78.0,2.189265900509455,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,21.0,76472,2329548,13.0,7.6,78.0,0.9014624296215403,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,21.0,76472,2329548,13.0,7.6,78.0,0.9014624296215403,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,72.0,76472,2329548,13.0,7.6,78.0,3.090728330130996,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,57.0,76472,2329548,13.0,7.6,78.0,2.446826594687038,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,24.0,76472,2329548,13.0,7.6,78.0,1.0302427767103317,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,32.0,76472,2329548,13.0,7.6,78.0,1.3736570356137756,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,119.0,76472,2329548,13.0,7.6,78.0,5.108287101188728,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,127.0,76472,2329548,13.0,7.6,78.0,5.451701360092173,3.348289024308578
"Clark County, NV",32003,Male,M,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,10.0,76472,2329548,13.0,7.6,78.0,0.42926782362930493,3.348289024308578
"Washoe County, NV",32031,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,19.0,88096,497200,10.7,5.1,14.0,3.821399839098954,2.815768302493966
"Washoe County, NV",32031,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,22.0,88096,497200,10.7,5.1,14.0,4.424778761061947,2.815768302493966
"Washoe County, NV",32031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,88096,497200,10.7,5.1,14.0,3.2180209171359615,2.815768302493966
"Washoe County, NV",32031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,10.0,88096,497200,10.7,5.1,14.0,2.011263073209976,2.815768302493966
"Washoe County, NV",32031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,35.0,88096,497200,10.7,5.1,14.0,7.039420756234916,2.815768302493966
"Washoe County, NV",32031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,19.0,88096,497200,10.7,5.1,14.0,3.821399839098954,2.815768302493966
"Hillsborough County, NH",33011,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,103545,426378,6.7,3.1,,3.752538827050176,
"Hillsborough County, NH",33011,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,31.0,103545,426378,6.7,3.1,,7.270543977409716,
"Hillsborough County, NH",33011,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,15.0,103545,426378,6.7,3.1,,3.51800515035954,
"Rockingham County, NH",33015,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,118331,319082,4.8,3.6,,3.760788762763177,
"Atlantic County, NJ",34001,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,78050,276270,13.2,8.8,,6.515365403409708,
"Atlantic County, NJ",34001,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,51.0,78050,276270,13.2,8.8,,18.460201976327504,
"Atlantic County, NJ",34001,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,18.0,78050,276270,13.2,8.8,,6.515365403409708,
"Bergen County, NJ",34003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,124884,962316,6.8,5.8,,1.2469916326861448,
"Bergen County, NJ",34003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,16.0,124884,962316,6.8,5.8,,1.6626555102481928,
"Bergen County, NJ",34003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,30.0,124884,962316,6.8,5.8,,3.1174790817153615,
"Burlington County, NJ",34005,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,108111,467805,6.6,5.3,,2.351407103387095,
"Burlington County, NJ",34005,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,10.0,108111,467805,6.6,5.3,,2.1376428212609957,
"Burlington County, NJ",34005,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,18.0,108111,467805,6.6,5.3,,3.847757078269792,
"Camden County, NJ",34007,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,88755,527257,12.4,6.9,,1.8966082953853622,
"Camden County, NJ",34007,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,88755,527257,12.4,6.9,,2.8449124430780435,
"Camden County, NJ",34007,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,38.0,88755,527257,12.4,6.9,,7.207111522464377,
"Camden County, NJ",34007,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,22.0,88755,527257,12.4,6.9,,4.172538249847797,
"Camden County, NJ",34007,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,10.0,88755,527257,12.4,6.9,,1.8966082953853622,
"Camden County, NJ",34007,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,18.0,88755,527257,12.4,6.9,,3.413894931693652,
"Camden County, NJ",34007,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,19.0,88755,527257,12.4,6.9,,3.6035557612321885,
"Cumberland County, NJ",34011,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,67436,153305,15.6,6.8,,6.522944457127947,
"Cumberland County, NJ",34011,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,67436,153305,15.6,6.8,,10.436711131404715,
"Cumberland County, NJ",34011,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,11.0,67436,153305,15.6,6.8,,7.175238902840743,
"Essex County, NJ",34013,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,13.0,80789,863002,14.6,8.7,,1.5063696260263593,
"Essex County, NJ",34013,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,25.0,80789,863002,14.6,8.7,,2.8968646654353063,
"Essex County, NJ",34013,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,80789,863002,14.6,8.7,,1.5063696260263593,
"Essex County, NJ",34013,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,34.0,80789,863002,14.6,8.7,,3.9397359449920164,
"Essex County, NJ",34013,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,80.0,80789,863002,14.6,8.7,,9.269966929392979,
"Essex County, NJ",34013,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,34.0,80789,863002,14.6,8.7,,3.9397359449920164,
"Gloucester County, NJ",34015,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,105115,306954,7.7,5.3,,3.257817132208735,
"Gloucester County, NJ",34015,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,20.0,105115,306954,7.7,5.3,,6.51563426441747,
"Hudson County, NJ",34017,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,91795,718323,14.9,6.0,,1.392131394929579,
"Hudson County, NJ",34017,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,38.0,91795,718323,14.9,6.0,,5.2900993007324,
"Hudson County, NJ",34017,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,91795,718323,14.9,6.0,,1.531344534422537,
"Mercer County, NJ",34021,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,100645,385864,10.3,6.3,,3.6282213422345695,
"Mercer County, NJ",34021,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,15.0,100645,385864,10.3,6.3,,3.8873800095370385,
"Mercer County, NJ",34021,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,100645,385864,10.3,6.3,,3.8873800095370385,
"Middlesex County, NJ",34023,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,19.0,111549,871290,8.6,6.7,,2.1806746318676904,
"Middlesex County, NJ",34023,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,111549,871290,8.6,6.7,,1.492040537593683,
"Middlesex County, NJ",34023,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,35.0,111549,871290,8.6,6.7,,4.017032216598378,
"Middlesex County, NJ",34023,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,16.0,111549,871290,8.6,6.7,,1.8363575847306868,
"Monmouth County, NJ",34025,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,124845,645353,6.5,5.4,,1.5495395543214334,
"Monmouth County, NJ",34025,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,30.0,124845,645353,6.5,5.4,,4.6486186629643,
"Monmouth County, NJ",34025,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,124845,645353,6.5,5.4,,1.8594474651857202,
"Morris County, NJ",34027,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,137326,514528,4.9,5.2,,2.1378817090615088,
"Morris County, NJ",34027,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,137326,514528,4.9,5.2,,3.303999004913241,
"Ocean County, NJ",34029,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,89863,654362,10.5,5.4,,2.750770979977444,
"Ocean County, NJ",34029,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,25.0,89863,654362,10.5,5.4,,3.820515249968672,
"Ocean County, NJ",34029,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,20.0,89863,654362,10.5,5.4,,3.0564121999749374,
"Ocean County, NJ",34029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,28.0,89863,654362,10.5,5.4,,4.278977079964912,
"Ocean County, NJ",34029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,89863,654362,10.5,5.4,,1.9866679299837093,
"Passaic County, NJ",34031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,10.0,87522,521012,13.0,8.0,,1.9193415890612884,
"Passaic County, NJ",34031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,35.0,87522,521012,13.0,8.0,,6.717695561714509,
"Passaic County, NJ",34031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,11.0,87522,521012,13.0,8.0,,2.1112757479674173,
"Somerset County, NJ",34035,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,14.0,140374,349846,5.4,4.7,,4.0017607747408865,
"Union County, NJ",34039,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,33.0,103202,579290,9.2,6.5,,5.696628631600753,
"Union County, NJ",34039,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,18.0,103202,579290,9.2,6.5,,3.107251980873138,
"Bernalillo County, NM",35001,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,20.0,69473,673930,15.2,5.3,32.0,2.9676672651462317,4.748267624233971
"Bernalillo County, NM",35001,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,21.0,69473,673930,15.2,5.3,32.0,3.1160506284035434,4.748267624233971
"Bernalillo County, NM",35001,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,21.0,69473,673930,15.2,5.3,32.0,3.1160506284035434,4.748267624233971
