county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,106.0,74983,4838303,16.3,6.7,42.0,2.190850800373602,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,58.0,74983,4838303,16.3,6.7,42.0,1.1987674190723483,0.868072958638597
"Jefferson County, TX",48245,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,60026,253878,19.5,6.3,4.0,3.938899786511632,1.5755599146046524
"Montgomery County, TX",48339,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,97701,684432,9.4,4.6,5.0,1.8993851836267153,0.730532762933352
"Montgomery County, TX",48339,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,10.0,97701,684432,9.4,4.6,5.0,1.461065525866704,0.730532762933352
"Montgomery County, TX",48339,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,15.0,97701,684432,9.4,4.6,5.0,2.1915982888000562,0.730532762933352
"Montgomery County, TX",48339,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,18.0,97701,684432,9.4,4.6,5.0,2.629917946560067,0.730532762933352
"Nueces County, TX",48355,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,11.0,66897,352955,17.4,5.2,8.0,3.1165446020030885,2.2665778923658824
"Nueces County, TX",48355,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,66897,352955,17.4,5.2,8.0,3.3998668385488235,2.2665778923658824
"Tarrant County, TX",48439,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,13.0,84207,2167390,11.1,4.7,15.0,0.5997997591573274,0.6920766451815317
"Tarrant County, TX",48439,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,14.0,84207,2167390,11.1,4.7,15.0,0.6459382021694297,0.6920766451815317
"Tarrant County, TX",48439,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,39.0,84207,2167390,11.1,4.7,15.0,1.7993992774719825,0.6920766451815317
"Tarrant County, TX",48439,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,17.0,84207,2167390,11.1,4.7,15.0,0.7843535312057359,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,14.0,84207,2167390,11.1,4.7,15.0,0.6459382021694297,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,29.0,84207,2167390,11.1,4.7,15.0,1.3380148473509612,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,27.0,84207,2167390,11.1,4.7,15.0,1.2457379613267572,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,23.0,84207,2167390,11.1,4.7,15.0,1.0611841892783487,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,48.0,84207,2167390,11.1,4.7,15.0,2.2146452645809016,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,23.0,84207,2167390,11.1,4.7,15.0,1.0611841892783487,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,15.0,84207,2167390,11.1,4.7,15.0,0.6920766451815317,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,40.0,84207,2167390,11.1,4.7,15.0,1.8455377204840844,0.6920766451815317
"Tarrant County, TX",48439,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,39.0,84207,2167390,11.1,4.7,15.0,1.7993992774719825,0.6920766451815317
"Travis County, TX",48453,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,99611,1330015,10.9,4.6,16.0,0.9022454633970293,1.202993951196039
"Travis County, TX",48453,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,16.0,99611,1330015,10.9,4.6,16.0,1.202993951196039,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,13.0,99611,1330015,10.9,4.6,16.0,0.9774325853467818,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,23.0,99611,1330015,10.9,4.6,16.0,1.7293038048443063,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,10.0,99611,1330015,10.9,4.6,16.0,0.7518712194975244,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,40.0,99611,1330015,10.9,4.6,16.0,3.007484877990098,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,20.0,99611,1330015,10.9,4.6,16.0,1.503742438995049,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,47.0,99611,1330015,10.9,4.6,16.0,3.5337947316383653,1.202993951196039
"Travis County, TX",48453,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,36.0,99611,1330015,10.9,4.6,16.0,2.706736390191088,1.202993951196039
"Williamson County, TX",48491,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,22.0,111340,672688,6.4,3.9,11.0,3.270461194491354,1.635230597245677
"Salt Lake County, UT",49035,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,11.0,97494,1196523,8.1,3.8,121.0,0.9193304265776755,10.11263469235443
"Salt Lake County, UT",49035,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,97494,1196523,8.1,3.8,121.0,1.0029059199029187,10.11263469235443
"Salt Lake County, UT",49035,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,32.0,97494,1196523,8.1,3.8,121.0,2.674415786407783,10.11263469235443
"Salt Lake County, UT",49035,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,14.0,97494,1196523,8.1,3.8,121.0,1.170056906553405,10.11263469235443
"Salt Lake County, UT",49035,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,26.0,97494,1196523,8.1,3.8,121.0,2.172962826456324,10.11263469235443
"Salt Lake County, UT",49035,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,51.0,97494,1196523,8.1,3.8,121.0,4.262350159587404,10.11263469235443
"Salt Lake County, UT",49035,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,29.0,97494,1196523,8.1,3.8,121.0,2.4236893064320535,10.11263469235443
"Utah County, UT",49049,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,16.0,100671,705400,8.7,3.8,60.0,2.2682166146867027,8.505812305075136
"Washington County, UT",49053,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,80632,196431,9.8,3.6,11.0,6.61809999440007,5.599930764492367
"Weber County, UT",49057,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,90005,269648,8.1,3.0,12.0,5.1919539547854985,4.450246246958998
"Chittenden County, VT",50007,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,96759,169758,9.7,3.2,,7.068886296963913,
"Chesterfield County, VA",51041,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,101931,377869,7.1,4.6,4.0,2.646419790985765,1.058567916394306
"Fairfax County, VA",51059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,14.0,153637,1147837,5.9,4.2,21.0,1.2196853734458812,1.829528060168822
"Fairfax County, VA",51059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,153637,1147837,5.9,4.2,21.0,1.1325649896283183,1.829528060168822
"Fairfax County, VA",51059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,153637,1147837,5.9,4.2,21.0,0.9583242219931923,1.829528060168822
"Henrico County, VA",51087,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,88783,335744,8.8,3.9,12.0,3.574151734654975,3.574151734654975
"Henrico County, VA",51087,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,12.0,88783,335744,8.8,3.9,12.0,3.574151734654975,3.574151734654975
"Henrico County, VA",51087,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,88783,335744,8.8,3.9,12.0,2.978459778879146,3.574151734654975
"Prince William County, VA",51153,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,131402,488880,6.2,4.8,6.0,2.86368843069874,1.2272950417280315
"Chesapeake city, VA",51550,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,15.0,95373,252583,9.4,4.9,2.0,5.938641951358563,0.7918189268478085
"Hampton city, VA",51650,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,11.0,69621,137557,12.7,6.3,6.0,7.996685010577433,4.361828187587691
"Newport News city, VA",51700,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,12.0,69634,184216,14.5,5.8,2.0,6.51409215269032,1.0856820254483868
"Norfolk city, VA",51710,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,26.0,66109,233596,16.5,5.7,8.0,11.130327574102296,3.42471617664686
"Portsmouth city, VA",51740,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,24.0,60491,97190,17.3,6.6,2.0,24.69389854923346,2.0578248791027884
"Richmond city, VA",51760,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,64587,229359,18.2,5.7,4.0,4.795974869091686,1.7439908614878858
"Richmond city, VA",51760,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,27.0,64587,229359,18.2,5.7,4.0,11.77193831504323,1.7439908614878858
"Richmond city, VA",51760,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,14.0,64587,229359,18.2,5.7,4.0,6.1039680152076,1.7439908614878858
"Richmond city, VA",51760,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,64587,229359,18.2,5.7,4.0,7.411961161323514,1.7439908614878858
"Richmond city, VA",51760,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,64587,229359,18.2,5.7,4.0,5.667970299835629,1.7439908614878858
"Roanoke city, VA",51770,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,15.0,55378,98355,18.3,5.6,6.0,15.250876925423213,6.1003507701692845
"Virginia Beach city, VA",51810,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,23.0,92968,456349,8.6,4.0,9.0,5.0400022789575525,1.9721748048094772
"Virginia Beach city, VA",51810,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,16.0,92968,456349,8.6,4.0,9.0,3.5060885418835146,1.9721748048094772
