"Notes","County","County Code","Sex","Sex Code","Year","Year Code","Cause of death","Cause of death Code","Place of Death","Place of Death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Middlesex County, NJ","34023","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, NJ","34023","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, NJ","34023","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, NJ","34023","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, NJ","34023","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monmouth County, NJ","34025","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monmouth County, NJ","34025","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monmouth County, NJ","34025","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monmouth County, NJ","34025","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monmouth County, NJ","34025","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Morris County, NJ","34027","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Morris County, NJ","34027","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ocean County, NJ","34029","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ocean County, NJ","34029","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ocean County, NJ","34029","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ocean County, NJ","34029","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ocean County, NJ","34029","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ocean County, NJ","34029","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Passaic County, NJ","34031","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Passaic County, NJ","34031","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Passaic County, NJ","34031","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Passaic County, NJ","34031","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, NJ","34037","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Union County, NJ","34039","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Union County, NJ","34039","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Union County, NJ","34039","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Union County, NJ","34039","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Union County, NJ","34039","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bernalillo County, NM","35001","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dona Ana County, NM","35013","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dona Ana County, NM","35013","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dona Ana County, NM","35013","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rio Arriba County, NM","35039","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rio Arriba County, NM","35039","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Fe County, NM","35049","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Fe County, NM","35049","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Fe County, NM","35049","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Fe County, NM","35049","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Albany County, NY","36001","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Albany County, NY","36001","Male","M","2023","2023","Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent","Y12","Decedent's home","4",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",81,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",65,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",215,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",172,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bronx County, NY","36005","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broome County, NY","36007","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broome County, NY","36007","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broome County, NY","36007","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broome County, NY","36007","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cattaraugus County, NY","36009","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chautauqua County, NY","36013","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chautauqua County, NY","36013","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chautauqua County, NY","36013","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chemung County, NY","36015","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dutchess County, NY","36027","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dutchess County, NY","36027","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dutchess County, NY","36027","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",114,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",81,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Erie County, NY","36029","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",65,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",185,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",121,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kings County, NY","36047","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",168,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",72,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, NY","36055","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, NY","36059","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",141,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",110,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New York County, NY","36061","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Niagara County, NY","36063","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Niagara County, NY","36063","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Oneida County, NY","36065","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
